Gene	Transcript	FDR	P-Value	Number of species included	Number of Sites under positive Selection	Jalview protein alignment	Protein Alignment (interleaved)
2727793034	2727793034	1	1	9	8	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793034/Ramlibacter_MAG/2727793034_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793034/Ramlibacter_MAG/2727793034_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727792730	2727792730	1	1	7	1	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792730/Ramlibacter_MAG/2727792730_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792730/Ramlibacter_MAG/2727792730_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791631	2727791631	1	1	7	2	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791631/Ramlibacter_MAG/2727791631_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791631/Ramlibacter_MAG/2727791631_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727793093	2727793093	1	1	13	3	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793093/Ramlibacter_MAG/2727793093_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793093/Ramlibacter_MAG/2727793093_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727793250	2727793250	1	1	16	5	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793250/Ramlibacter_MAG/2727793250_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793250/Ramlibacter_MAG/2727793250_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791042	2727791042	1	1	8	1	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791042/Ramlibacter_MAG/2727791042_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791042/Ramlibacter_MAG/2727791042_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791699	2727791699	1	1	16	11	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791699/Ramlibacter_MAG/2727791699_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791699/Ramlibacter_MAG/2727791699_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727793105	2727793105	1	1	16	5	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793105/Ramlibacter_MAG/2727793105_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793105/Ramlibacter_MAG/2727793105_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791018	2727791018	1	1	20	9	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791018/Ramlibacter_MAG/2727791018_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791018/Ramlibacter_MAG/2727791018_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727792695	2727792695	1	1	7	16	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792695/Ramlibacter_MAG/2727792695_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792695/Ramlibacter_MAG/2727792695_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791305	2727791305	1	1	14	9	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791305/Ramlibacter_MAG/2727791305_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791305/Ramlibacter_MAG/2727791305_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791619	2727791619	1	1	16	2	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791619/Ramlibacter_MAG/2727791619_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791619/Ramlibacter_MAG/2727791619_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727794077	2727794077	1	1	5	4	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727794077/Ramlibacter_MAG/2727794077_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727794077/Ramlibacter_MAG/2727794077_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727790903	2727790903	1	1	5	4	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727790903/Ramlibacter_MAG/2727790903_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727790903/Ramlibacter_MAG/2727790903_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727792205	2727792205	1	1	16	4	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792205/Ramlibacter_MAG/2727792205_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792205/Ramlibacter_MAG/2727792205_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727790935	2727790935	1	1	16	2	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727790935/Ramlibacter_MAG/2727790935_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727790935/Ramlibacter_MAG/2727790935_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727793174	2727793174	1	1	9	1	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793174/Ramlibacter_MAG/2727793174_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793174/Ramlibacter_MAG/2727793174_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727793811	2727793811	1	1	16	10	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793811/Ramlibacter_MAG/2727793811_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793811/Ramlibacter_MAG/2727793811_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727792922	2727792922	1	1	16	5	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792922/Ramlibacter_MAG/2727792922_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792922/Ramlibacter_MAG/2727792922_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791140	2727791140	1	1	13	3	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791140/Ramlibacter_MAG/2727791140_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791140/Ramlibacter_MAG/2727791140_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727790796	2727790796	1	1	9	1	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727790796/Ramlibacter_MAG/2727790796_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727790796/Ramlibacter_MAG/2727790796_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727793385	2727793385	1	1	10	1	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793385/Ramlibacter_MAG/2727793385_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793385/Ramlibacter_MAG/2727793385_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791772	2727791772	1	1	19	1	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791772/Ramlibacter_MAG/2727791772_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791772/Ramlibacter_MAG/2727791772_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727793807	2727793807	1	1	12	12	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793807/Ramlibacter_MAG/2727793807_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793807/Ramlibacter_MAG/2727793807_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727792663	2727792663	1	1	8	3	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792663/Ramlibacter_MAG/2727792663_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792663/Ramlibacter_MAG/2727792663_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727794449	2727794449	1	1	10	5	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727794449/Ramlibacter_MAG/2727794449_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727794449/Ramlibacter_MAG/2727794449_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727792190	2727792190	1	1	5	0	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792190/Ramlibacter_MAG/2727792190_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792190/Ramlibacter_MAG/2727792190_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727790920	2727790920	1	1	16	7	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727790920/Ramlibacter_MAG/2727790920_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727790920/Ramlibacter_MAG/2727790920_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791711	2727791711	1	1	6	12	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791711/Ramlibacter_MAG/2727791711_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791711/Ramlibacter_MAG/2727791711_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727792337	2727792337	1	1	5	29	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792337/Ramlibacter_MAG/2727792337_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792337/Ramlibacter_MAG/2727792337_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727790808	2727790808	1	1	6	3	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727790808/Ramlibacter_MAG/2727790808_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727790808/Ramlibacter_MAG/2727790808_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727794335	2727794335	1	1	5	4	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727794335/Ramlibacter_MAG/2727794335_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727794335/Ramlibacter_MAG/2727794335_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727790764	2727790764	1	1	6	2	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727790764/Ramlibacter_MAG/2727790764_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727790764/Ramlibacter_MAG/2727790764_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727794091	2727794091	1	1	16	17	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727794091/Ramlibacter_MAG/2727794091_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727794091/Ramlibacter_MAG/2727794091_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727793303	2727793303	1	1	16	5	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793303/Ramlibacter_MAG/2727793303_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793303/Ramlibacter_MAG/2727793303_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727793239	2727793239	1	1	5	4	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793239/Ramlibacter_MAG/2727793239_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793239/Ramlibacter_MAG/2727793239_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727792009	2727792009	1	1	20	5	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792009/Ramlibacter_MAG/2727792009_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792009/Ramlibacter_MAG/2727792009_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727793304	2727793304	1	1	16	0	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793304/Ramlibacter_MAG/2727793304_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793304/Ramlibacter_MAG/2727793304_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727793726	2727793726	1	1	12	3	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793726/Ramlibacter_MAG/2727793726_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793726/Ramlibacter_MAG/2727793726_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791978	2727791978	1	1	5	12	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791978/Ramlibacter_MAG/2727791978_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791978/Ramlibacter_MAG/2727791978_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727793187	2727793187	1	1	16	5	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793187/Ramlibacter_MAG/2727793187_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793187/Ramlibacter_MAG/2727793187_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791309	2727791309	1	1	5	3	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791309/Ramlibacter_MAG/2727791309_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791309/Ramlibacter_MAG/2727791309_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727792674	2727792674	1	1	16	4	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792674/Ramlibacter_MAG/2727792674_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792674/Ramlibacter_MAG/2727792674_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791789	2727791789	1	1	5	3	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791789/Ramlibacter_MAG/2727791789_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791789/Ramlibacter_MAG/2727791789_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791742	2727791742	1	1	5	43	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791742/Ramlibacter_MAG/2727791742_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791742/Ramlibacter_MAG/2727791742_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727792123	2727792123	1	1	7	0	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792123/Ramlibacter_MAG/2727792123_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792123/Ramlibacter_MAG/2727792123_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727793387	2727793387	1	1	20	1	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793387/Ramlibacter_MAG/2727793387_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793387/Ramlibacter_MAG/2727793387_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727792232	2727792232	1	1	13	4	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792232/Ramlibacter_MAG/2727792232_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792232/Ramlibacter_MAG/2727792232_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727794079	2727794079	1	1	6	4	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727794079/Ramlibacter_MAG/2727794079_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727794079/Ramlibacter_MAG/2727794079_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727793241	2727793241	1	1	6	2	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793241/Ramlibacter_MAG/2727793241_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793241/Ramlibacter_MAG/2727793241_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727793047	2727793047	1	1	6	1	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793047/Ramlibacter_MAG/2727793047_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793047/Ramlibacter_MAG/2727793047_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727793383	2727793383	1	1	8	15	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793383/Ramlibacter_MAG/2727793383_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793383/Ramlibacter_MAG/2727793383_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727792357	2727792357	1	1	5	0	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792357/Ramlibacter_MAG/2727792357_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792357/Ramlibacter_MAG/2727792357_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791307	2727791307	1	1	5	0	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791307/Ramlibacter_MAG/2727791307_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791307/Ramlibacter_MAG/2727791307_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791494	2727791494	1	1	9	0	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791494/Ramlibacter_MAG/2727791494_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791494/Ramlibacter_MAG/2727791494_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727792815	2727792815	1	1	13	13	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792815/Ramlibacter_MAG/2727792815_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792815/Ramlibacter_MAG/2727792815_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727790978	2727790978	1	1	16	5	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727790978/Ramlibacter_MAG/2727790978_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727790978/Ramlibacter_MAG/2727790978_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727793727	2727793727	1	1	16	0	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793727/Ramlibacter_MAG/2727793727_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793727/Ramlibacter_MAG/2727793727_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727790958	2727790958	1	1	7	2	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727790958/Ramlibacter_MAG/2727790958_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727790958/Ramlibacter_MAG/2727790958_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727792742	2727792742	1	1	8	3	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792742/Ramlibacter_MAG/2727792742_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792742/Ramlibacter_MAG/2727792742_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
