Gene	Transcript	FDR	P-Value	Number of species included	Number of Sites under positive Selection	Jalview protein alignment	Protein Alignment (interleaved)
2727794151	2727794151	1	1	6	17	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727794151/Ramlibacter_MAG/2727794151_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727794151/Ramlibacter_MAG/2727794151_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727792646	2727792646	1	1	5	16	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727792646/Ramlibacter_MAG/2727792646_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727792646/Ramlibacter_MAG/2727792646_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727793995	2727793995	1	1	3	15	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727793995/Ramlibacter_MAG/2727793995_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727793995/Ramlibacter_MAG/2727793995_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791696	2727791696	1	1	18	15	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791696/Ramlibacter_MAG/2727791696_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791696/Ramlibacter_MAG/2727791696_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727793245	2727793245	1	1	10	15	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727793245/Ramlibacter_MAG/2727793245_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727793245/Ramlibacter_MAG/2727793245_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727793759	2727793759	1	1	3	48	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727793759/Ramlibacter_MAG/2727793759_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727793759/Ramlibacter_MAG/2727793759_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791732	2727791732	1	1	5	26	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791732/Ramlibacter_MAG/2727791732_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791732/Ramlibacter_MAG/2727791732_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727790972	2727790972	1	1	18	9	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727790972/Ramlibacter_MAG/2727790972_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727790972/Ramlibacter_MAG/2727790972_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791459	2727791459	1	1	3	20	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791459/Ramlibacter_MAG/2727791459_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791459/Ramlibacter_MAG/2727791459_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791182	2727791182	1	1	6	22	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791182/Ramlibacter_MAG/2727791182_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791182/Ramlibacter_MAG/2727791182_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791807	2727791807	1	1	16	61	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791807/Ramlibacter_MAG/2727791807_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791807/Ramlibacter_MAG/2727791807_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727792456	2727792456	1	1	3	8	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727792456/Ramlibacter_MAG/2727792456_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727792456/Ramlibacter_MAG/2727792456_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727794382	2727794382	1	1	3	26	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727794382/Ramlibacter_MAG/2727794382_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727794382/Ramlibacter_MAG/2727794382_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727794070	2727794070	1	1	10	11	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727794070/Ramlibacter_MAG/2727794070_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727794070/Ramlibacter_MAG/2727794070_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791201	2727791201	1	1	4	41	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791201/Ramlibacter_MAG/2727791201_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791201/Ramlibacter_MAG/2727791201_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727792721	2727792721	1	1	20	15	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727792721/Ramlibacter_MAG/2727792721_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727792721/Ramlibacter_MAG/2727792721_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791114	2727791114	1	1	3	18	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791114/Ramlibacter_MAG/2727791114_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791114/Ramlibacter_MAG/2727791114_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727794460	2727794460	1	1	3	22	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727794460/Ramlibacter_MAG/2727794460_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727794460/Ramlibacter_MAG/2727794460_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791614	2727791614	1	1	20	10	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791614/Ramlibacter_MAG/2727791614_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791614/Ramlibacter_MAG/2727791614_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727793499	2727793499	1	1	4	8	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727793499/Ramlibacter_MAG/2727793499_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727793499/Ramlibacter_MAG/2727793499_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791833	2727791833	1	1	3	19	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791833/Ramlibacter_MAG/2727791833_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791833/Ramlibacter_MAG/2727791833_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727792238	2727792238	1	1	3	17	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727792238/Ramlibacter_MAG/2727792238_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727792238/Ramlibacter_MAG/2727792238_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727792427	2727792427	1	1	18	14	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727792427/Ramlibacter_MAG/2727792427_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727792427/Ramlibacter_MAG/2727792427_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727793848	2727793848	1	1	16	7	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727793848/Ramlibacter_MAG/2727793848_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727793848/Ramlibacter_MAG/2727793848_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727790671	2727790671	1	1	3	18	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727790671/Ramlibacter_MAG/2727790671_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727790671/Ramlibacter_MAG/2727790671_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727792135	2727792135	1	1	4	7	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727792135/Ramlibacter_MAG/2727792135_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727792135/Ramlibacter_MAG/2727792135_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727792690	2727792690	1	1	3	31	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727792690/Ramlibacter_MAG/2727792690_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727792690/Ramlibacter_MAG/2727792690_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727792374	2727792374	1	1	5	17	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727792374/Ramlibacter_MAG/2727792374_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727792374/Ramlibacter_MAG/2727792374_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727790772	2727790772	1	1	3	9	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727790772/Ramlibacter_MAG/2727790772_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727790772/Ramlibacter_MAG/2727790772_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727792346	2727792346	1	1	3	32	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727792346/Ramlibacter_MAG/2727792346_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727792346/Ramlibacter_MAG/2727792346_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727792926	2727792926	1	1	3	18	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727792926/Ramlibacter_MAG/2727792926_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727792926/Ramlibacter_MAG/2727792926_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727793590	2727793590	1	1	3	13	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727793590/Ramlibacter_MAG/2727793590_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727793590/Ramlibacter_MAG/2727793590_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791443	2727791443	1	1	3	14	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791443/Ramlibacter_MAG/2727791443_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791443/Ramlibacter_MAG/2727791443_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727794373	2727794373	1	1	7	30	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727794373/Ramlibacter_MAG/2727794373_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727794373/Ramlibacter_MAG/2727794373_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727792520	2727792520	1	1	3	11	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727792520/Ramlibacter_MAG/2727792520_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727792520/Ramlibacter_MAG/2727792520_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727792416	2727792416	1	1	20	6	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727792416/Ramlibacter_MAG/2727792416_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727792416/Ramlibacter_MAG/2727792416_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791328	2727791328	1	1	3	14	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791328/Ramlibacter_MAG/2727791328_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791328/Ramlibacter_MAG/2727791328_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727790849	2727790849	1	1	4	28	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727790849/Ramlibacter_MAG/2727790849_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727790849/Ramlibacter_MAG/2727790849_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791884	2727791884	1	1	16	6	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791884/Ramlibacter_MAG/2727791884_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791884/Ramlibacter_MAG/2727791884_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727793312	2727793312	1	1	3	9	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727793312/Ramlibacter_MAG/2727793312_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727793312/Ramlibacter_MAG/2727793312_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727792525	2727792525	1	1	3	10	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727792525/Ramlibacter_MAG/2727792525_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727792525/Ramlibacter_MAG/2727792525_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727793230	2727793230	1	1	13	10	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727793230/Ramlibacter_MAG/2727793230_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727793230/Ramlibacter_MAG/2727793230_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791569	2727791569	1	1	3	11	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791569/Ramlibacter_MAG/2727791569_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791569/Ramlibacter_MAG/2727791569_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727792327	2727792327	1	1	3	35	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727792327/Ramlibacter_MAG/2727792327_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727792327/Ramlibacter_MAG/2727792327_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791996	2727791996	1	1	15	7	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791996/Ramlibacter_MAG/2727791996_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791996/Ramlibacter_MAG/2727791996_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727794199	2727794199	1	1	19	2	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727794199/Ramlibacter_MAG/2727794199_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727794199/Ramlibacter_MAG/2727794199_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727792375	2727792375	1	1	3	62	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727792375/Ramlibacter_MAG/2727792375_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727792375/Ramlibacter_MAG/2727792375_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791654	2727791654	1	1	4	12	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791654/Ramlibacter_MAG/2727791654_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791654/Ramlibacter_MAG/2727791654_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727793019	2727793019	1	1	3	17	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727793019/Ramlibacter_MAG/2727793019_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727793019/Ramlibacter_MAG/2727793019_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791491	2727791491	1	1	3	27	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791491/Ramlibacter_MAG/2727791491_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791491/Ramlibacter_MAG/2727791491_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791123	2727791123	1	1	8	18	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791123/Ramlibacter_MAG/2727791123_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791123/Ramlibacter_MAG/2727791123_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727794065	2727794065	1	1	5	16	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727794065/Ramlibacter_MAG/2727794065_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727794065/Ramlibacter_MAG/2727794065_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727790706	2727790706	1	1	8	5	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727790706/Ramlibacter_MAG/2727790706_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727790706/Ramlibacter_MAG/2727790706_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791956	2727791956	1	1	7	5	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791956/Ramlibacter_MAG/2727791956_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791956/Ramlibacter_MAG/2727791956_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727794152	2727794152	1	1	4	17	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727794152/Ramlibacter_MAG/2727794152_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727794152/Ramlibacter_MAG/2727794152_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727792683	2727792683	1	1	16	6	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727792683/Ramlibacter_MAG/2727792683_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727792683/Ramlibacter_MAG/2727792683_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727793158	2727793158	1	1	3	9	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727793158/Ramlibacter_MAG/2727793158_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727793158/Ramlibacter_MAG/2727793158_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791540	2727791540	1	1	5	16	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791540/Ramlibacter_MAG/2727791540_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791540/Ramlibacter_MAG/2727791540_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791373	2727791373	1	1	3	9	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791373/Ramlibacter_MAG/2727791373_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791373/Ramlibacter_MAG/2727791373_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791411	2727791411	1	1	5	38	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791411/Ramlibacter_MAG/2727791411_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791411/Ramlibacter_MAG/2727791411_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791301	2727791301	1	1	4	5	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791301/Ramlibacter_MAG/2727791301_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791301/Ramlibacter_MAG/2727791301_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727793669	2727793669	1	1	16	12	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727793669/Ramlibacter_MAG/2727793669_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727793669/Ramlibacter_MAG/2727793669_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
